Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
46,120,RL,Q2,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,Q2,Ex,TA,PConc,Ex,TA,No,GLQ,Q2,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,Q3,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,2,2010,WD,Normal,319900
47,50,RL,Q2,Q4,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Ex,TA,No,GLQ,Q3,Unf,Q1,Q1,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,Q4,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,8,2009,WD,Abnorml,239686
48,20,FV,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,Av,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,249700
49,190,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,BrkTil,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Gd,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,2,0,2,3,TA,8,Typ,0,,,,,0,Q1,,,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2009,New,Partial,113000
50,20,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q3,Unf,Q1,Q1,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1966.0,Unf,1,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,1,2007,WD,Normal,127000
51,60,RL,Q1,Q4,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,PConc,Gd,TA,Av,GLQ,Q1,Unf,Q1,Q3,Q1,GasA,Gd,Y,SBrkr,Q1,Q1,Q1,Q3,0,1,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,177000
52,50,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,Shed,Q1,9,2006,WD,Normal,114500
53,90,RM,Q4,Q2,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,Fa,TA,CBlock,Gd,TA,Gd,LwQ,Q1,GLQ,Q1,Q1,Q2,GasA,TA,N,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,2,1,TA,5,Typ,0,,CarPort,1963.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,5,2010,WD,Normal,110000
54,20,RL,Q3,Q4,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,Q1,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Q3,Unf,Q1,Q1,Q4,GasA,Gd,Y,SBrkr,Q4,Q1,Q1,Q4,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,11,2006,WD,Normal,385000
55,80,RL,Q2,Q1,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,CBlock,TA,TA,No,ALQ,Q2,Unf,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,MnPrv,,Q1,2,2007,WD,Normal,130000
56,20,RL,Q4,Q3,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,BLQ,Q2,Unf,Q1,Q4,Q4,GasA,Gd,Y,SBrkr,Q4,Q1,Q1,Q2,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2008,WD,Normal,180500
57,160,FV,Q1,Q1,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,No,GLQ,Q2,Unf,Q1,Q2,Q2,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q3,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,8,2009,WD,Abnorml,172500
58,60,RL,Q4,Q4,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,8,2006,WD,Normal,196500
59,60,RL,Q3,Q4,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,Q2,Ex,TA,PConc,Ex,TA,Gd,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q2,Q1,Q4,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,Q4,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,10,2006,New,Partial,438780
60,20,RL,Q2,Q1,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,Q1,TA,TA,CBlock,TA,TA,Av,ALQ,Q2,Unf,Q1,Q1,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,Q2,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,1,2008,WD,Normal,124900
61,20,RL,Q2,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,PConc,Gd,TA,No,ALQ,Q3,Unf,Q1,Q1,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,5,2006,New,Partial,158000
62,75,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,BrkTil,TA,Fa,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,N,SBrkr,Q1,Q1,Q1,Q1,0,0,1,0,3,1,Fa,6,Typ,0,,Detchd,1935.0,Unf,1,Q1,TA,TA,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2007,WD,Normal,101000
63,120,RL,Q2,Q1,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Q2,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,10,2007,WD,Normal,202500
64,70,RM,Q2,Q3,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,Q1,TA,TA,BrkTil,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Gd,Y,SBrkr,Q2,Q2,Q1,Q3,0,0,2,0,3,1,TA,9,Typ,0,,Detchd,1990.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,4,2010,WD,Normal,140000
65,60,RL,Q1,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,TA,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,RFn,2,Q4,TA,TA,Y,Q2,Q2,Q1,Q1,Q1,Q1,,GdPrv,,Q1,2,2009,WD,Normal,219500
66,60,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Ex,TA,Av,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,10,2007,WD,Normal,317000
67,20,RL,Q1,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,Q2,TA,TA,CBlock,Gd,TA,Gd,GLQ,Q3,Unf,Q1,Q4,Q4,GasA,TA,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2010,WD,Normal,180000
68,20,RL,Q3,Q3,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,Av,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,6,2007,WD,Normal,226000
69,30,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,Gd,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2010,WD,Normal,80000
70,50,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,Q1,Gd,TA,CBlock,TA,TA,No,BLQ,Q2,Unf,Q1,Q3,Q4,GasW,TA,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,Q4,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2006,WD,Normal,225000
71,20,RL,Q4,Q4,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,Q2,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,2,2007,WD,Normal,244000
72,20,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,Q1,TA,TA,CBlock,TA,TA,No,ALQ,Q2,Unf,Q1,Q2,Q2,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1987.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2007,WD,Normal,129500
73,60,RL,Q3,Q3,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,TA,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Gd,Y,SBrkr,Q2,Q2,Q1,Q3,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,12,2009,WD,Normal,185000
74,20,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Q1,TA,TA,CBlock,TA,TA,No,ALQ,Q1,BLQ,Q1,Q2,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1989.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,5,2010,WD,Normal,144900
75,50,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,Q1,Gd,Gd,CBlock,Fa,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Gd,N,SBrkr,Q1,Q2,Q1,Q3,0,0,2,0,3,2,TA,8,Typ,0,,Detchd,1915.0,Unf,1,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,5,2010,WD,Normal,107400
76,180,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,Q1,TA,TA,CBlock,Gd,TA,Gd,GLQ,Q2,Unf,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1,Q1,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,GdWo,,Q1,11,2009,WD,Normal,91000
77,20,RL,Q1,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,CBlock,TA,TA,No,ALQ,Q1,Unf,Q1,Q3,Q2,GasA,Ex,Y,FuseA,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2008,WD,Normal,135750
78,50,RM,Q2,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q1,GLQ,Q1,Q2,Q1,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q2,1,0,1,0,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,1,2008,WD,Normal,127000
79,90,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q4,GasA,TA,N,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,4,2,TA,8,Typ,0,,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2010,WD,Normal,136500
80,50,RM,Q2,Q3,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q2,Q1,GasA,Gd,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,5,2009,WD,Normal,110000
81,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,TA,Gd,CBlock,Gd,TA,No,Rec,Q2,Unf,Q1,Q2,Q2,GasA,TA,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2009,WD,Normal,193500
82,120,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,Q2,TA,Gd,PConc,Ex,Gd,No,GLQ,Q3,Unf,Q1,Q1,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,3,2006,WD,Normal,153500
83,20,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Q2,TA,TA,PConc,Gd,TA,No,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,10,2008,WD,Normal,245000
84,20,RL,Q4,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1974.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2007,COD,Normal,126500
85,80,RL,Q1,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,Q1,TA,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q2,Q1,GasA,Gd,Y,SBrkr,Q1,Q1,Q1,Q3,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,Shed,Q1,5,2009,WD,Normal,168500
86,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,Q2,Gd,TA,CBlock,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,4,2006,WD,Normal,260000
87,60,RL,Q4,Q4,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,Av,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,3,2009,WD,Normal,174000
88,160,FV,Q1,Q1,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,Q1,Gd,TA,PConc,Gd,TA,Av,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2009,New,Partial,164500
89,50,C (all),Q4,Q2,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,Q1,Fa,Fa,CBlock,TA,Fa,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,TA,N,SBrkr,Q2,Q1,Q1,Q3,0,0,1,0,2,1,Fa,6,Typ,0,,,,,0,Q1,,,N,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,10,2009,ConLD,Abnorml,85000
90,20,RL,Q2,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,PConc,Gd,TA,No,GLQ,Q2,Unf,Q1,Q2,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,8,2007,WD,Normal,123600
91,20,RL,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,Q1,TA,TA,Slab,,,,,Q1,,Q1,Q1,Q1,GasA,TA,Y,FuseA,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,7,2006,WD,Normal,109900
92,20,RL,Q4,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,Q2,TA,TA,CBlock,TA,TA,No,Rec,Q2,Unf,Q1,Q3,Q3,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,12,2006,WD,Abnorml,98600
